"firstname","lastname","employeenumber","attrition","jobdirect","joblevel","numcompaniesworked","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","jobtitle"
"Milli","Alltimes",1587,False,"Marketing","1",3,10,5,2,0,4,"Marketing B2B Company Relations"
"Desirae","Chilvers",1588,False,"Marketing","1",2,11,7,6,7,6,"Marketing B2B Company Relations"
"Isabelle","Biffin",1590,False,"Marketing","1",1,6,6,4,1,3,"Marketing B2B Company Relations"
"Madelaine","Heath",1591,False,"Marketing","3",4,27,1,0,0,0,"Marketing B2B Company"
"Dosi","Grunwald",1592,False,"IT","1",2,4,2,2,2,2,"IT Operation Big Data Consultant"
"Dani","Rodolf",1594,False,"IT","1",3,9,3,2,0,2,"IT Planning People Assessment"
"Marget","Darrigone",1595,False,"IT","2",8,24,1,0,0,1,"IT Operation Infrastructure Support"
"Eduardo","Fellgatt",1596,False,"IT","1",1,10,10,9,6,8,"IT Security Internal Analyst"
"Veriee","MacGinley",1597,False,"Marketing","1",1,8,8,2,7,7,"Marketing B2B Company Relations"
"Dael","Purrier",1598,False,"Marketing","1",1,5,5,4,1,2,"Marketing B2B Company Relations"
"Sibylla","Gayton",1599,False,"IT","1",5,8,6,4,0,2,"IT Security External Analyst"
"Edwin","Brandon",1601,False,"IT","1",1,1,1,0,0,1,"IT Operation Infrastructure Analyst"
"Sherlocke","Driver",1602,False,"Marketing","1",1,27,26,0,0,12,"Marketing B2B Company Relations"
"Felicio","Drane",1604,True,"IT","1",1,1,1,1,0,0,"IT Operation Infrastructure Consultant"
"Hannah","Gill",1605,False,"IT","1",1,4,4,2,1,3,"IT Operation Infrastructure Support"
"Risa","Eteen",1606,False,"Marketing","1",2,32,30,8,12,13,"Marketing B2B Company Relations"
"Rowena","Casali",1607,False,"IT","1",3,6,3,2,0,2,"IT Security Internal Analyst"
"De witt","Berndsen",1608,False,"IT","1",0,23,22,7,1,10,"IT Planning Product Assessment"
"Dari","MacCoveney",1609,False,"IT","1",1,6,6,4,1,1,"IT Operation Big Data Analyst"
"Arty","Hundal",1611,False,"IT","1",1,10,10,7,1,4,"IT Planning People Monitoring"
"Moreen","Darycott",1612,False,"Marketing","1",1,10,10,7,4,5,"Marketing B2B Company Relations"
"Chen","McGrale",1613,False,"Marketing","1",7,10,5,2,0,3,"Marketing B2B Company Relations"
"Ram","Selby",1614,False,"IT","1",9,7,3,2,1,1,"IT Security External Analyst"
"Shelbi","Bleyman",1615,False,"IT","1",1,9,9,7,7,2,"IT Security External Analyst"
"Dodi","Mitham",1617,False,"IT","1",1,10,9,6,1,4,"IT Security Internal Analyst"
"Katalin","Trevor",1618,False,"IT","1",2,10,7,7,7,7,"IT Planning People Assessment"
"Berti","Cardello",1619,False,"IT","1",1,7,7,7,0,7,"IT Security External Auditor"
"Stephanie","Weond",1621,False,"IT","1",1,16,16,15,1,10,"IT Planning People Assessment"
"Iolande","Stileman",1622,False,"IT","1",0,6,5,3,0,0,"IT Security External Analyst"
"Stormie","Boutton",1623,False,"IT","1",1,3,2,2,2,2,"IT Security Internal Analyst"
"Waylen","Kelloch",1624,True,"Marketing","1",1,0,0,0,0,0,"Marketing B2B Company Relations"
"Junette","Mirfin",1625,False,"Human Resources","4",3,27,5,2,1,0,"HR Organization"
"Louis","Bezant",1627,False,"IT","1",0,11,10,8,0,7,"IT Security Internal Network"
"Mohammed","Amthor",1628,False,"IT","1",1,18,18,15,14,12,"IT Planning Product Innovation"
"Jerri","Phillput",1630,False,"Marketing","1",1,15,14,11,2,9,"Marketing B2B Company Relations"
"Morty","Cotter",1631,False,"IT","1",3,9,4,3,0,2,"IT Planning People Monitoring"
"Gearalt","Girone",1633,False,"IT","1",0,10,9,2,3,8,"IT Security External Analyst"
"Gae","Traite",1635,False,"IT","1",1,10,10,7,3,9,"IT Planning People Monitoring"
"Sidnee","Harrie",1638,False,"IT","1",3,10,5,4,0,2,"IT Planning People Innovation"
"Giovanni","Habbon",1639,True,"Marketing","1",9,15,13,12,6,0,"Marketing B2B Company Relations"
"Annabelle","Eighteen",1640,False,"IT","1",1,8,8,4,7,7,"IT Security External Auditor"
"Arlyne","Parrott",1641,False,"IT","1",6,18,4,2,3,3,"IT Planning People Innovation"
"Gretel","Leebeter",1642,False,"Human Resources","1",4,14,10,7,0,2,"HR People Recruitment Application Sourcing"
"Pepillo","Twaits",1644,False,"IT","1",2,23,2,2,2,2,"IT Planning Product Monitoring"
"Dale","Bradbrook",1645,True,"Marketing","1",6,7,2,2,2,2,"Marketing B2B Company Relations"
"Maria","Runcieman",1646,False,"IT","1",1,6,6,3,1,3,"IT Security Internal Auditor"
"Atlanta","Danbury",1647,False,"IT","1",7,5,3,2,0,2,"IT Security Internal Auditor"
"Judith","Jee",1648,False,"IT","1",2,6,4,2,1,2,"IT Operation Infrastructure Analyst"
"Emlyn","Simmen",1649,True,"IT","1",3,NULL,4,2,0,3,"IT Operation Big Data Analyst"
"Hal","ODyvoie",1650,False,"Marketing","1",9,8,5,2,1,4,"Marketing B2B Company Relations"
"Clifford","Labbati",1651,False,"Marketing","1",4,9,3,2,0,2,"Marketing B2B Company Relations"
"Starlene","Longwood",1653,False,"IT","1",1,7,7,7,0,7,"IT Planning People Assessment"
"Lottie","Dulson",1654,False,"IT","1",4,7,5,4,1,0,"IT Planning People Assessment"
"Gavin","Tubby",1655,False,"IT","1",3,27,4,2,1,2,"IT Planning Product Monitoring"
"Papagena","Poletto",1656,False,"IT","1",5,19,14,11,1,11,"IT Planning Product Monitoring"
"Caressa","Di Biagio",1657,False,"Marketing","1",1,2,2,2,2,2,"Marketing B2B Company Relations"
"Tonye","Grandin",1658,False,"IT","1",1,11,11,8,7,9,"IT Planning People Assessment"
"Esta","Grigoryev",1659,False,"IT","1",2,15,4,3,1,3,"IT Operation Big Data Consultant"
"Emmalynn","Govey",1661,False,"Marketing","1",2,30,15,11,2,12,"Marketing B2B Company Relations"
"Marshall","Clyma",1662,False,"IT","1",0,4,3,2,1,2,"IT Security External Network"
"Mace","Commucci",1664,False,"Marketing","1",6,13,5,4,0,4,"Marketing B2B Company Relations"
"Gill","Farmar",1665,False,"IT","1",3,36,10,8,4,7,"IT Planning Product Assessment"
"Shay","Elwel",1666,False,"IT","1",1,14,14,10,6,11,"IT Planning Product Assessment"
"Taber","Regus",1667,True,"Marketing","1",3,13,11,9,6,7,"Marketing B2B Company Relations"
"Riki","Egarr",1668,False,"IT","1",7,19,13,11,2,9,"IT Security External Analyst"
"Rafaellle","Gogarty",1669,False,"Marketing","1",1,10,10,0,0,9,"Marketing B2B Company Relations"
"Inger","Barkhouse",1670,False,"Marketing","1",1,6,6,2,0,4,"Marketing B2B Company Relations"
"Sybille","Josephsen",1671,False,"IT","1",0,10,9,5,1,6,"IT Planning People Assessment"
"Dotti","Coleiro",1673,False,"Marketing","1",1,10,10,0,0,2,"Marketing B2B Company Relations"
"La verne","Bails",1674,False,"IT","1",4,17,2,2,2,2,"IT Operation Infrastructure Analyst"
"Jessey","Bartley",1675,False,"IT","1",1,4,4,3,3,3,"IT Operation Infrastructure Consultant"
"Micki","Simonds",1676,False,"Marketing","1",6,29,3,2,1,2,"Marketing B2B Company Relations"
"Raeann","Albany",1677,False,"IT","1",4,23,8,7,0,0,"IT Planning Product Monitoring"
"Carrol","Lambregts",1678,False,"Marketing","1",3,21,2,0,0,2,"Marketing B2B Company Relations"
"Bunni","Eggleton",1680,False,"Marketing","1",1,2,2,2,0,2,"Marketing B2B Company Relations"
"Udell","Chomicki",1681,False,"Marketing","1",1,7,6,5,1,2,"Marketing B2B Company Relations"
"Hamid","Pires",1682,False,"Marketing","1",6,10,3,2,0,2,"Marketing B2B Company Relations"
"Chandra","Ubsdall",1683,False,"Human Resources","1",4,8,2,2,2,2,"HR People Recruitment Application Sourcing"
"Shannon","Paynter",1684,True,"IT","1",1,5,5,4,1,2,"IT Security External Auditor"
"Stevy","Rayson",1687,False,"IT","1",7,7,0,0,0,0,"IT Security Internal Analyst"
"Gibb","Sissons",1689,False,"Marketing","1",3,11,4,3,1,2,"Marketing B2B Company Relations"
"Lizette","Bartolomucci",1691,True,"Marketing","1",2,19,9,7,7,7,"Marketing B2B Company Relations"
"Alena","Bernaciak",1692,True,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Consultant"
"Ruperto","Couth",1693,False,"IT","1",1,7,7,7,5,7,"IT Operation Infrastructure Analyst"
"Kaitlin","Goncalo",1694,False,"IT","1",5,8,4,2,1,2,"IT Security Internal Auditor"
"Barnie","Dubock",1696,False,"IT","1",1,15,15,10,4,13,"IT Security External Auditor"
"Allayne","Rembrant",1697,False,"Marketing","1",3,19,1,0,0,0,"Marketing B2B Company Relations"
"Vinny","Issacov",1698,False,"IT","1",1,14,14,11,2,13,"IT Operation Big Data Consultant"
"Kippar","Tipens",1700,False,"Marketing","1",1,6,6,3,1,3,"Marketing B2B Company Relations"
"Lindy","Bellee",1701,False,"IT","1",1,10,10,9,8,7,"IT Security Internal Network"
"Matelda","Savaage",1702,True,"Marketing","1",1,3,3,2,0,2,"Marketing B2B Company Relations"
"Edin","Rose",1703,False,"Marketing","1",1,9,8,7,6,7,"Marketing B2B Company Relations"
"Raynor","Turone",1704,False,"IT","1",0,6,5,4,1,4,"IT Security External Analyst"
"Elladine","OBrogane",1706,False,"Marketing","1",1,10,10,9,8,8,"Marketing B2B Company Relations"
"Saloma","Martinetto",1707,False,"IT","1",1,5,5,3,0,4,"IT Security External Network"
"Carlina","Dowry",1708,False,"Marketing","1",1,10,10,8,8,7,"Marketing B2B Company Relations"
"Cullie","Levington",1709,False,"IT","1",9,9,5,3,1,2,"IT Security Internal Network"
"Lutero","Rosini",1710,False,"Marketing","1",3,17,13,7,6,7,"Marketing B2B Company Relations"
"Mattie","Stoffer",1712,False,"Marketing","1",3,25,23,15,14,4,"Marketing B2B Company Relations"
"Cori","Pruckner",1714,True,"Human Resources","1",1,1,1,0,0,0,"HR People Recruitment Application Sourcing"
"Missy","Breakey",1716,True,"Marketing","1",7,25,23,5,14,10,"Marketing B2B Company Relations"
"Dana","Labone",1718,False,"IT","1",1,3,3,2,0,2,"IT Operation Big Data Support"
"Lamond","Longmead",1719,False,"IT","1",1,21,21,6,8,6,"IT Planning Product Monitoring"
"Lanny","Chritchley",1720,False,"IT","1",6,10,5,2,1,3,"IT Security Internal Analyst"
"Harv","Zahor",1721,False,"IT","1",1,6,5,2,0,3,"IT Security Internal Auditor"
"Ariel","Balshaw",1722,False,"Human Resources","1",6,10,3,2,1,2,"HR People Recruitment Application Sourcing"
"Dare","Goulding",1724,False,"IT","1",2,NULL,1,0,0,0,"IT Planning People Monitoring"
"Jordan","Fulks",1725,False,"IT","1",1,6,6,2,1,2,"IT Security External Auditor"
"Reube","Moulson",1727,False,"Marketing","1",6,19,10,7,0,9,"Marketing B2B Company Relations"
"Grannie","Edmed",1728,False,"IT","1",2,17,7,7,0,7,"IT Planning People Innovation"
"Uta","Dorman",1729,False,"IT","1",1,10,10,0,0,8,"IT Security Internal Network"
"Lew","Vassano",1731,False,"Marketing","1",7,4,1,0,0,0,"Marketing B2B Company Relations"
"Layney","McGrale",1732,False,"Marketing","1",4,13,10,6,0,3,"Marketing B2B Company Relations"
"Rayshell","Fearnyhough",1733,True,"Marketing","1",5,16,2,2,2,2,"Marketing B2B Company Relations"
"Tiffani","Tidgewell",1734,True,"Marketing","1",6,10,0,0,0,0,"Marketing B2B Company Relations"
"Luis","Bacop",1735,False,"IT","1",1,3,3,2,1,2,"IT Security Internal Analyst"
"Albertine","Truscott",1736,False,"IT","1",2,9,5,4,1,4,"IT Planning People Assessment"
"Golda","Eat",1737,False,"IT","1",1,9,9,8,5,8,"IT Planning People Monitoring"
"Emmeline","Brownsword",1739,False,"Marketing","1",3,10,4,3,0,2,"Marketing B2B Company Relations"
"Rutherford","Jaslem",1740,False,"Marketing","3",1,21,21,8,12,8,"Marketing B2B Strategy"
"Ellswerth","Quadling",1744,False,"Human Resources","2",4,9,5,0,0,3,"HR Organization External Relations"
"Gun","Hillam",1745,False,"IT","1",0,10,9,7,0,7,"IT Security External Analyst"
"Zaria","Shorto",1746,False,"Human Resources","1",0,3,2,2,2,1,"HR People Recruitment Application Sourcing"
"Orel","Falk",1747,True,"Human Resources","1",6,6,4,2,1,2,"HR People Recruitment Application Sourcing"
"Gregoor","Batterson",1749,False,"Marketing","1",1,6,5,2,0,2,"Marketing B2B Company Relations"
"Darb","Templeman",1751,False,"IT","1",1,6,6,2,1,4,"IT Security Internal Analyst"
"Aprilette","Postance",1752,True,"Marketing","1",1,2,2,2,2,2,"Marketing B2B Company Relations"
"Jorie","Calow",1753,False,"Marketing","1",8,10,3,2,0,2,"Marketing B2B Company Relations"
"Lissi","Maskrey",1754,False,"Marketing","1",2,12,7,7,1,7,"Marketing B2B Company Relations"
"Corrie","Norwell",1755,False,"IT","1",0,6,5,0,1,2,"IT Security Internal Network"
"Francesco","Clacey",1756,False,"Marketing","1",8,13,11,7,1,7,"Marketing B2B Company Relations"
"Evangeline","Heeron",1757,False,"Marketing","1",3,8,5,1,0,4,"Marketing B2B Company Relations"
"Denver","Scoffins",1758,True,"Marketing","1",2,11,0,0,0,0,"Marketing B2B Company Relations"
"Erminie","Sewart",1760,False,"IT","1",4,9,6,1,0,5,"IT Operation Infrastructure Consultant"
"Barbabas","Terney",1761,True,"Marketing","1",2,10,1,0,0,0,"Marketing B2B Company Relations"
"Roslyn","Gurry",1762,False,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Analyst"
"Verena","Muro",1763,False,"Marketing","1",3,10,7,0,1,7,"Marketing B2B Company Relations"
"Monique","Grimes",1764,False,"IT","1",2,12,7,7,0,7,"IT Operation Infrastructure Support"
"Jens","Haldane",1766,False,"Marketing","1",3,15,1,0,1,0,"Marketing B2B Company Relations"
"Morganne","Pheasant",1767,True,"IT","1",9,6,1,0,0,0,"IT Operation Infrastructure Consultant"
"Heidie","Lecointe",1768,False,"IT","1",8,7,5,3,0,4,"IT Operation Infrastructure Support"
"Bengt","Tumbridge",1770,False,"IT","1",8,34,1,0,0,0,"IT Planning Product Assessment"
"Rhodia","Fincher",1771,False,"IT","1",5,11,9,8,1,7,"IT Security Internal Network"
"Jyoti","Shiels",1772,False,"IT","1",1,5,5,3,0,4,"IT Operation Big Data Support"
"Lona","Flattman",1774,False,"Marketing","1",1,15,15,14,0,7,"Marketing B2B Company Relations"
"Tammara","Colyer",1775,False,"IT","1",4,27,3,2,0,2,"IT Planning Product Innovation"
"Rebeca","Mains",1778,False,"Human Resources","1",0,10,9,7,1,8,"HR People Development Training"
"Sayres","Gronav",1779,False,"Marketing","1",5,6,2,2,2,2,"Marketing B2B Company Relations"
"Dahlia","Pankhurst",1780,True,"Marketing","1",1,1,1,0,1,0,"Marketing B2B Company Relations"
"Karolina","Bromehed",1782,False,"IT","1",1,5,5,4,0,4,"IT Security Internal Auditor"
"Elsa","Schirach",1783,True,"IT","1",1,1,1,0,0,0,"IT Operation Infrastructure Consultant"
"Bartholemy","Dalla",1784,False,"Marketing","1",1,13,12,7,5,7,"Marketing B2B Company Relations"
"Rancell","Daveran",1786,False,"IT","1",2,15,2,2,2,2,"IT Planning Product Innovation"
"Mela","Forte",1787,False,"Marketing","1",1,5,5,2,0,3,"Marketing B2B Company Relations"
"Gerard","Jorge",1789,False,"IT","2",7,24,2,1,2,2,"IT Security External Network"
"Jonah","McCanny",1790,False,"Marketing","1",7,15,12,8,5,7,"Marketing B2B Company Relations"
"Salvatore","Lewington",1792,True,"IT","1",1,6,5,3,2,3,"IT Operation Big Data Support"
"Olav","Siebert",1794,False,"Human Resources","1",2,19,10,0,4,7,"HR People Development Training"
"Celle","Huzzey",1797,True,"Marketing","1",1,10,10,7,7,7,"Marketing B2B Company Relations"
"Tobey","Schoenrock",1798,False,"IT","1",6,14,10,8,7,6,"IT Security Internal Analyst"
"Udale","Murr",1799,False,"IT","1",1,5,5,3,0,3,"IT Operation Big Data Consultant"
"Herschel","Ivermee",1800,False,"IT","1",7,9,4,3,2,2,"IT Planning Product Monitoring"
"Binky","Yggo",1801,False,"Marketing","1",8,6,2,2,2,2,"Marketing B2B Company Relations"
"Corella","Dibben",1802,False,"IT","1",4,7,4,3,0,2,"IT Security Internal Analyst"
"Trever","Domke",1803,False,"Marketing","1",5,10,0,0,0,0,"Marketing B2B Company Relations"
"Dominic","Kline",1804,False,"IT","1",2,15,7,7,1,7,"IT Planning People Monitoring"
"Herman","Binnell",1805,False,"Human Resources","1",5,13,11,10,3,8,"HR People Development Training"
"Anselm","Balaam",1807,True,"IT","1",4,11,7,1,0,7,"IT Planning People Assessment"
"Whitby","Castellani",1809,True,"IT","1",1,10,10,3,0,8,"IT Security External Auditor"
"Terrance","Fenemore",1812,False,"Marketing","1",2,7,2,1,2,2,"Marketing B2B Company Relations"
"Trefor","De Moreno",1813,False,"IT","1",4,7,3,2,1,2,"IT Operation Infrastructure Consultant"
"Willy","Satford",1814,False,"Marketing","1",3,11,3,2,1,2,"Marketing B2B Company Relations"
"Darcey","Goodbourn",1815,False,"Marketing","1",0,23,22,14,13,5,"Marketing B2B Company Relations"
"Tabatha","Barz",1816,False,"IT","1",9,9,7,7,0,2,"IT Planning People Innovation"
"Hetti","Malloy",1818,True,"Human Resources","1",0,6,5,1,1,4,"HR People Development Training"
"Benito","Cordeux",1821,True,"Marketing","1",4,13,9,7,3,7,"Marketing B2B Company Relations"
"Tiebout","Fortye",1822,False,"Marketing","1",4,12,5,3,0,3,"Marketing B2B Company Relations"
"Corrianne","Robers",1823,False,"Marketing","1",1,10,10,8,4,8,"Marketing B2B Company Relations"
"Reinhard","Boffey",1824,False,"Marketing","1",4,37,16,9,14,14,"Marketing B2B Company Finance"
"Marsiella","Szapiro",1826,False,"IT","1",0,6,5,4,0,3,"IT Operation Infrastructure Support"
"Saree","Blethyn",1827,False,"IT","1",8,28,22,11,14,10,"IT Planning Product Innovation"
"Boyce","Lempertz",1829,False,"Marketing","1",2,15,7,4,7,7,"Marketing B2B Company Finance"
"Bennie","Edmonson",1830,False,"IT","1",4,14,7,1,1,7,"IT Planning People Innovation"
"Cleon","Haffner",1833,False,"Marketing","1",2,9,3,2,2,2,"Marketing B2B Company Finance"
"Dinah","Sisselot",1834,False,"IT","1",1,3,3,2,1,2,"IT Security Internal Auditor"
"Odette","Snedden",1835,False,"Marketing","1",2,20,4,2,0,3,"Marketing B2B Company Finance"
"Blair","Swaddle",1836,False,"Marketing","1",1,5,5,3,1,2,"Marketing B2B Company Finance"
"Bartram","Magnar",1837,False,"IT","1",2,23,2,2,2,2,"IT Planning Product Monitoring"
"Raeann","Swalowe",1839,False,"IT","1",1,0,0,0,0,0,"IT Operation Big Data Consultant"
"Auberta","Bonar",1842,True,"Human Resources","1",0,2,1,0,0,0,"HR People Development Training"
"Holly","O Cuolahan",1844,True,"Human Resources","1",4,4,2,2,2,0,"HR People Development Training"
"Kevan","Lundbech",1845,False,"Marketing","1",4,10,8,7,5,7,"Marketing B2B Company Finance"
"Chrissy","Emer",1847,False,"IT","1",4,15,1,0,0,0,"IT Planning People Innovation"
"Chuck","Shirrell",1849,False,"Marketing","1",1,7,7,7,7,7,"Marketing B2B Company Finance"
"Dynah","Scoyles",1850,False,"IT","1",0,6,5,4,0,2,"IT Operation Infrastructure Consultant"
"Happy","Leeke",1852,False,"IT","1",1,11,11,8,3,10,"IT Security External Auditor"
"Shermie","Warratt",1853,False,"Marketing","1",8,4,0,0,0,0,"Marketing B2B Company Finance"
"Hallie","Alwin",1854,False,"IT","1",3,10,6,3,3,3,"IT Security Internal Network"
"Giffard","Richt",1856,False,"IT","1",4,7,2,2,2,0,"IT Operation Big Data Analyst"
"Tamarah","Rennolds",1857,False,"IT","1",3,12,9,8,4,7,"IT Planning People Innovation"
"Rubetta","Vispo",1858,False,"Human Resources","1",1,3,3,2,2,2,"HR People Development Promotion Policy"
"Anitra","Dillestone",1859,False,"Marketing","1",8,11,7,0,1,6,"Marketing B2B Company Finance"
"Rivalee","Lishmund",1860,False,"IT","1",4,8,0,0,0,0,"IT Security External Auditor"
"Dall","Vowell",1862,True,"Marketing","1",7,7,2,2,2,2,"Marketing B2B Company Finance"
"Noel","Goring",1863,False,"Marketing","1",2,25,19,17,2,8,"Marketing B2B Company Finance"
"Ed","Leydon",1864,False,"Marketing","1",1,9,9,8,5,8,"Marketing B2B Company Finance"
"August","Kleanthous",1865,False,"Human Resources","1",1,1,1,0,0,0,"HR People Development Promotion Policy"
"Matilde","Charpling",1866,False,"IT","2",7,21,16,12,6,14,"IT Security External Analyst"
"Kippie","Hallward",1867,False,"IT","3",4,29,22,10,12,9,"IT Security External"
"Bobine","Hughson",1868,True,"IT","1",1,1,1,0,1,0,"IT Operation Infrastructure Consultant"
"Ellene","Alu",1869,True,"Marketing","1",5,14,8,7,0,7,"Marketing B2B Company Finance"
"Rolf","Shoebrook",1870,False,"IT","1",0,8,7,6,7,3,"IT Security External Analyst"
"Connie","McCerery",1871,False,"IT","1",8,7,2,2,2,2,"IT Security External Auditor"
"Garrard","Chuck",1873,False,"IT","1",8,19,5,2,0,4,"IT Operation Infrastructure Analyst"
"Saundra","Narbett",1875,False,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Company Finance"
"Beatrisa","Blackmuir",1876,True,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Company Finance"
"Johnathan","Frany",1878,True,"IT","1",1,1,1,0,0,0,"IT Operation Infrastructure Consultant"
"Catina","McKintosh",1880,False,"Marketing","1",1,10,10,9,1,7,"Marketing B2B Company Finance"
"Lynsey","Lantry",1881,False,"IT","1",1,10,10,8,0,2,"IT Security External Auditor"
"Rica","Vallens",1882,False,"Marketing","1",2,9,5,3,1,0,"Marketing B2B Company Finance"
"Reiko","Rolfe",1883,False,"IT","1",3,11,3,2,1,2,"IT Operation Big Data Consultant"
"Gae","Hairs",1885,False,"IT","1",5,16,5,3,0,4,"IT Security External Network"
"Nicolette","Suff",1886,False,"IT","1",0,4,3,2,0,2,"IT Security External Analyst"
"Emili","Anton",1888,False,"IT","1",0,10,9,8,3,8,"IT Planning People Monitoring"
"Emery","Videler",1890,False,"Human Resources","1",1,10,10,1,0,8,"HR People Development Promotion Policy"
"Homer","Jedrzejewicz",1892,False,"IT","1",2,22,19,7,11,16,"IT Planning Product Monitoring"
"Ardith","Cavilla",1893,False,"IT","1",1,1,1,0,1,0,"IT Security Internal Network"
"Wendy","Pepperd",1898,False,"Marketing","1",0,9,8,7,0,7,"Marketing B2B Company Finance"
"Adina","Simonds",1900,False,"IT","1",3,24,22,17,4,7,"IT Planning Product Assessment"
"Valenka","Whittington",1903,False,"Marketing","1",2,10,2,0,2,2,"Marketing B2B Company Finance"
"Annabela","Pittson",1905,True,"IT","1",1,5,5,2,3,0,"IT Operation Big Data Support"
"Brier","Colam",1907,True,"IT","1",1,5,4,2,1,0,"IT Operation Infrastructure Analyst"
"Mendy","Drabble",1908,False,"Marketing","1",2,12,4,2,1,3,"Marketing B2B Company Finance"
"Aubine","Ivanyushin",1909,False,"Marketing","1",5,NULL,5,4,1,4,"Marketing B2B Company Finance"
"Lotty","Hunter",1911,False,"IT","1",9,18,13,7,5,7,"IT Planning Product Monitoring"
"Garey","Twelvetree",1912,False,"Marketing","1",2,8,5,2,1,4,"Marketing B2B Company Finance"
"Rosmunda","Pye",1915,False,"Marketing","1",3,9,4,2,0,1,"Marketing B2B Company Finance"
"Henka","Simonson",1916,False,"IT","1",8,4,2,2,2,2,"IT Security External Auditor"
"Brooke","Kingscott",1918,False,"IT","1",0,8,7,7,7,7,"IT Operation Infrastructure Analyst"
"Al","Mayworth",1922,False,"Marketing","1",4,12,4,2,0,3,"Marketing B2B Company Finance"
"Calli","Stanes",1924,False,"Marketing","1",1,10,10,4,0,9,"Marketing B2B Company Finance"
"Rupert","Blaske",1927,False,"Marketing","1",1,7,7,7,0,7,"Marketing B2B Company Finance"
"Alys","Sapp",1928,True,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Company Finance"
"Danell","Fendt",1929,False,"Marketing","1",6,10,3,2,1,2,"Marketing B2B Company Finance"
"Patin","Libero",1931,False,"IT","1",1,6,5,3,1,2,"IT Operation Big Data Analyst"
"Arnold","McIndrew",1932,False,"IT","1",1,16,15,10,6,11,"IT Planning People Monitoring"
"Mareah","Jindra",1933,True,"Marketing","1",3,6,2,0,2,2,"Marketing B2B Company Finance"
"Eloise","Moulsdale",1934,False,"IT","1",8,16,8,7,1,7,"IT Planning People Assessment"
"Dene","Clutton",1935,False,"Marketing","1",4,6,0,0,0,0,"Marketing B2B Company Finance"
"Agnese","Oldall",1936,False,"IT","1",1,10,10,0,7,9,"IT Planning People Assessment"
"Maje","Culshaw",1937,False,"IT","1",1,20,20,11,0,7,"IT Operation Big Data Analyst"
"Lamar","Cottier",1938,False,"Marketing","2",4,29,1,0,0,0,"Marketing B2C Content Analyst"
"Lilian","Madelin",1939,True,"IT","1",3,NULL,4,1,0,3,"IT Operation Infrastructure Consultant"
"Sandi","Ells",1940,False,"IT","1",2,10,5,2,0,3,"IT Security External Analyst"
"Roxanne","Beswick",1941,False,"IT","1",3,28,5,4,4,3,"IT Planning Product Assessment"
"Randi","Houlton",1943,False,"Marketing","1",3,14,0,0,0,0,"Marketing B2B Company Finance"
"Adelle","Younge",1944,True,"Human Resources","1",1,1,1,0,0,0,"HR People Development Promotion Policy"
"Lenore","Balcombe",1945,False,"Marketing","1",0,6,5,3,0,4,"Marketing B2B Company Finance"
"Piper","Ashwin",1947,False,"IT","1",1,5,5,3,1,4,"IT Operation Big Data Analyst"
"Verene","Holbury",1948,False,"IT","1",1,4,4,2,2,3,"IT Security Internal Network"
"Jolynn","Mottram",1949,False,"IT","1",1,5,5,4,0,2,"IT Operation Infrastructure Support"
"Maia","Dunthorn",1950,False,"Marketing","1",1,14,14,8,2,1,"Marketing B2B Company Finance"
"Montague","Stow",1951,False,"Marketing","1",1,9,8,7,1,1,"Marketing B2B Company Finance"
"Georgine","Goulding",1952,False,"IT","1",0,8,7,7,7,6,"IT Security Internal Network"
"Jesse","Camplin",1954,False,"Marketing","1",0,6,5,3,0,2,"Marketing B2B Company Finance"
"Venita","Vela",1955,False,"Marketing","1",5,9,5,1,1,2,"Marketing B2B Company Finance"
"Kimberlee","Pretor",1956,False,"IT","1",1,10,10,8,8,7,"IT Security External Analyst"
"Genna","Bodell",1960,True,"IT","1",5,6,4,1,0,3,"IT Operation Big Data Support"
"Marieann","Wann",1961,False,"Marketing","1",4,20,1,0,0,0,"Marketing B2B Company Finance"
"Berry","Knell",1962,False,"Marketing","1",1,10,10,8,0,9,"Marketing B2B Company Finance"
"Nessi","Deyes",1965,False,"Marketing","1",1,7,7,7,0,7,"Marketing B2B Company Finance"
"Laurens","Lias",1966,False,"IT","1",8,8,1,0,0,0,"IT Planning People Innovation"
"Vin","Pim",1967,True,"Marketing","1",1,10,10,7,0,8,"Marketing B2B Company Finance"
"Licha","Sandels",1968,True,"Marketing","1",6,15,2,2,2,2,"Marketing B2B Company Finance"
"Kizzie","Kohler",1969,False,"IT","1",3,9,4,3,2,3,"IT Security Internal Network"
"Murial","Luciani",1970,False,"Marketing","1",1,9,9,7,2,8,"Marketing B2B Company Finance"
"Betsy","Langdridge",1971,False,"Marketing","1",1,10,10,9,0,9,"Marketing B2B Company Finance"
"Lemar","Fairpo",1972,False,"Human Resources","1",0,7,6,2,1,2,"HR People Development Promotion Policy"
"Sumner","Diess",1973,False,"Human Resources","3",4,35,10,9,1,4,"HR People Development"
"Dory","Parkeson",1974,False,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Consultant"
